Deposit/Project Name,Country,Primary Mineral deposit Type,Secondary Mineral deposit Type,Other Mineral deposit Type,Min. ResC Mt,Min. ResV Mt,Min. ResC Cu %,Min. ResV Cu %
Iron Creek,USA,IOCG,,,1.1603088,,0.2892572322,
JF,USA,Sediment-hosted Stratiform/Stratabound Cu,,,13.6,,0.4,
Johnson Camp,USA,VMS?,,,60.05664,60.05664,0.336,0.336
Kasaan Peninsula,USA,Skarn,,,3.6288,,2.0,
Kay,USA,VMS,,,5.4432,,2.2,
Kelsey,USA,Porphyry,,,285.151104,,0.281086536,
Keweenaw-543S Copper,USA,Native Cu,LIP-related,,2.187,,2.874705075,
Keweenaw Group,USA,Native Cu,LIP-related,,9.4322283,,1.598823625,
Kona Dolomite,USA,Sediment-hosted Stratiform/Stratabound Cu,,,1000.0,,0.3,
Korn Kob,USA,Skarn,,,18.144,,0.42,
Ledre Ridge,USA,VMS,,,3.7,,0.95,
Liberty (Hall-Tonopah),USA,Porphyry,,,648.4275504,280.5207552,0.09081349606,0.1
Lights Creek (Superior-Moonlight-Engels),USA,Porphyry,,,283.227424,,0.3349193274,
Lisbon Valley,USA,Sediment-hosted Stratiform/Stratabound Cu,Cu,,22.24009085,,0.5221239385,
Local Boy,USA,Magmatic Sulphide,,,4.54,,1.89,
Lone Mountain (Upper Lake Valley),USA,Skarn,,,6.71328,,2.2,
Lone Mountain (Lower Paleozoic),USA,Skarn,,,85.2768,,0.74,
Lone Star (Freeport),USA,Porphyry,Cu,,679.0,,0.47,
Lone Star (Huakan),USA,Porphyry,,,0.89127,,1.83309041,
Longshot Ridge-Copper Queen,USA,Skarn,,,17.37288,,0.4118276762,
Lonesome Pine-Esther,USA,Porphyry,,,18.144,,0.4,
Lynne,USA,VMS,,,5.089392,,0.47,
MacArthur,USA,Porphyry,,,488.5344576,,0.225128999,
Mangum,USA,Sediment-hosted Stratiform/Stratabound Cu,,,7.2,,1.0,
Margerie Glacier,USA,Porphyry,,,145.0,,0.2,
Maturi-Maturi Southwest,USA,Magmatic Sulphide,Flood Basalt-related,Duluth Complex - Keweenawan LIP,1964.088,,0.5044748268,
Mazama,USA,Porphyry,,,136.08,,0.36,
Mesaba (Babbit),USA,Magmatic Sulphide,Flood Basalt-related,Duluth Complex - Keweenawan LIP,1102.0,,0.5737931034,
Miami,USA,Porphyry,Cu,,498.0,,0.39,
Middle Fork,USA,Porphyry,,,93.0,,0.41,
Mineral Butte,USA,Porphyry,,,13.2,,0.4,
Mineral Park (Ithaca Peak),USA,Porphyry,Cu-Mo,,1291.703112,356.1821424,0.09869234427,0.1170630233
Mirror Harbor,USA,Magmatic Sulphide,Flood Basalt-related?,Associated with Wrangellia/Nikolai LIP?,0.0072576,,0.88,
Mission,USA,Porphyry,Cu,,313.4,313.4,0.39,0.39
Missoula National,USA,Sediment-hosted Stratiform/Stratabound Cu,,,5.0,,0.5,
Montanore (Rock Lake),USA,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,105.7668192,,0.7376189251,
Moonlight (Engels-Superior),USA,Porphyry (epithermal?),Cu-Au-Ag,,54.4936896,,0.4893787041,
Morenci,USA,Porphyry,Cu,,11075.0,3574.0,0.2484848758,0.2673307219
Mouat,USA,Magmatic Sulphide,Stratabound Stratiform Reef-type,,131.544,,0.29,
Mount Chase,USA,VMS,,,3.0,,1.3,
Mount Margaret,USA,Porphyry,,,523.0,,0.36,
Mount Tolman,USA,Porphyry,,,2400.0,,0.09,
Needle Creek-Stinkingwater,USA,Porphyry,,,58.968,,0.35,
Niagara,USA,Epithermal,Low sulphidation,,14.2,,0.46,
Niblack (Lookout-Trio),USA,VMS,,,9.031,,0.8974011737,
North Fork Snoqualmie River,USA,Porphyry,,,128.0,,0.68,
NorthMet (Dunka Road),USA,Magmatic Sulphide,Flood Basalt-related,Duluth Complex - Keweenawan LIP,1068.8630400000002,249.11712000000003,0.22254360336432044,0.22254360336432044
Nunatak,USA,Porphyry,,,119.514528,,0.1796599362,
Nye Basin,USA,Magmatic Sulphide,Stratabound Stratiform Reef-type,,54.432,,0.52,
O.K. (OK),USA,Porphyry,,,10.0,,0.5,
Omar,USA,Sediment-hosted Stratiform/Stratabound Cu,,,31.752,,4.0,
Oracle Ridge,USA,Skarn,,,11.7582192,,1.573377826,
Orange Hill,USA,Porphyry,,,290.304,,0.35,
Ortiz-Lukas Canyon,USA,Skarn,,,4.935168,,0.25,
Palmer,USA,VMS,,,9.133,,1.3,
Pebble,USA,Porphyry,Cu-Mo-Au,,10899.0,,0.3406578585,
Pelican,USA,VMS,,,2.7,,1.0,
Phoenix (mill+heap leach),USA,Porphyry,,,789.9,478.4,0.1508317509,0.1687458194
Pilot Mountain-Desert Mountain,USA,Skarn,,,6.79,,0.17,
Pima,USA,Porphyry,,,1900.0,,0.69,
Pine Flat,USA,Porphyry,,,25.0,,0.36,
Pinto Valley-Miami,USA,Porphyry,Cu,,214.0,,0.3118691589,
Pinto Valley,USA,Porphyry,,,1546.0,473.8,0.2927166882,0.31
Pumpkin Hollow (West/East),USA,Skarn,,,603.10656,518.8168072,0.5437575211,0.4411374669
Pyramid,USA,Porphyry,,,174.221826,,0.3193,
Ray,USA,Porphyry,Cu,,857.3,857.3,0.3734527003,0.3734527003
Red Hills (Arizona),USA,Porphyry,,,453.5,,0.1,
Red Hills (Texas),USA,Porphyry,,,370.305936,,0.0288094739,
Red Ledge,USA,VMS?,,,39.0,,0.3923076923,
Red Mountain,USA,Porphyry,,,570.0,,0.63,
Resolution,USA,Porphyry,Cu-Mo,,1766.0,,1.51,
Revenue-Virginius,USA,Epithermal,Intermediate sulphidation,,1.3571712,,0.1463636364,
Rialto,USA,Porphyry,,,27.0,,0.1,
Robinson (Ely-Ruth),USA,Porphyry/Skarn,Cu-Au,,370.057,119.374,0.4529829729,0.41
Rock Creek,USA,Sediment-hosted Stratiform/Stratabound Cu,,,123.9244272,,0.7,
Rosemont (Helvetia),USA,Porphyry,Cu-Ag-Mo,,721.841,605.279,0.433540849,0.44
Round Top,USA,Porphyry,,,55.0,,0.2,
Safford (Dos Pobres),USA,Porphyry,Cu-Au-Mo,,545.0,84.0,0.4971376147,0.4335714286
San Manuel-Kalamazoo,USA,Porphyry,,,667.274584,,0.5413338196,
Sanchez,USA,Porphyry,Cu,,148.0,,0.29,
Serpentine,USA,Magmatic Sulphide,Intrusion-related,,192.3264,,0.4255188679,
SFS (Copper Queen),USA,Porphyry,,,159.0,,0.46,
Sheep Mountain (Castle Cu),USA,Porphyry,,,317.52,,1.0,
Sierrita,USA,Porphyry,Cu-Mo,,4339.0,2319.0,0.2086102789,0.2360327727
Silver Bell,USA,Porphyry,Cu,,194.5,194.5,0.55,0.55
Silver Creek,USA,Porphyry,,,24.4944,,0.5,
Snipe Bay,USA,Magmatic Sulphide,Flood Basalt-related?,Associated with Wrangellia/Nikolai LIP?,0.390096,,0.3,
Snowstorm,USA,Sediment-hosted Stratiform/Stratabound Cu,,,9.0,,1.011111111,
Southwest Tintic,USA,Porphyry,,,360.0,,0.33,
Spruce Road,USA,Magmatic Sulphide,Flood Basalt-related,Duluth Complex - Keweenawan LIP,611.4528,,0.38,
Squaw Peak,USA,Porphyry,,,40.70831658,,0.31,
Stillwater-East Boulder,USA,Magmatic Sulphide,Stratabound Stratiform Reef-type,,39.4278192,39.4278192,0.06961554149889372,0.06961554149889372
Stray Elephant,USA,Porphyry,,,3.35664,,0.6,
Strong & Harris,USA,Skarn,,,53.0,,0.6,
Sumdum,USA,VMS,,,24.22224,,0.57,
Sun (Picnic Creek-Hot),USA,VMS,Kuroko-type,,17.033,,1.032991252,
Sunnyside,USA,Porphyry,,,2086.56,,0.277826087,
Sunrise,USA,Porphyry,,,64.4112,,0.319,
Sunshine-East Sunshine,USA,Sediment-hosted Stratiform/Stratabound Cu,Cu-Au-Co,,0.34936272,,0.5157829135,
Superior East,USA,Porphyry,,,997.92,,0.5454545455,
Swansea,USA,Skarn,,,4.917024,,0.91,
Tamarack North,USA,Magmatic Sulphide,Flood Basalt-related,Duluth Complex - Keweenawan LIP,8.763,,0.8054022595,
Taurus East/West,USA,Porphyry,,,450.0,,0.5,
Tohono,USA,Porphyry,Cu,,270.0,,0.67,
Tomichi,USA,Porphyry,Cu-Mo,,1002.0,,0.19,
Troy (Spar Lake),USA,Sediment-hosted Stratiform/Stratabound Cu,,,70.14,15.03,0.5424650699,0.36
Turner-Albright,USA,VMS,,,4.0,,3.4,
Turquoise,USA,Skarn?,,,14.19768,,0.6079872204,
Twin Bridges,USA,Epithermal?,,,2.7216,,1.4,
Twin Buttes,USA,Porphyry,Cu-Mo,,117.0,,0.4733333333,
Two Peaks (Mine Canyon),USA,Porphyry,,,29.0304,,0.28,
Tyrone,USA,Porphyry,Cu,,1145.0,13.0,0.2830305677,0.42
Upper Kobuk-Arctic,USA,VMS,,,27.211,,3.255056411,
Upper Kobuk-Bornite/Ruby Creek,USA,VMS,,,404.2,,1.132642256,
Van Dyke,USA,Porphyry,Exotic; porphyry related,,183.061,,0.332,
Vekol Hills,USA,Porphyry,,,95.3,,0.56,
Ventura,USA,Epithermal,High sulphidation?,,5.4432,,0.26,
Vermillion River,USA,Sediment-hosted Stratiform/Stratabound Cu,,,13.6,,0.5,
Victoria (Nevada) (incl. Stockpiles),USA,Skarn,includes Stockpiles,,1.569036874,,2.274096539,
Wetlegs,USA,Magmatic Sulphide,,,48.9888,,0.5097222222,
Whistler,USA,Porphyry,,,225.0,,0.15704,
White Mesa,USA,Sediment-hosted Stratiform/Stratabound Cu,,,22.68,,0.25,
White Pine (Nonesuch),USA,Native Cu,LIP-related,,107.6646816,,1.035,
WTF,USA,VMS,,,2.8,,0.1,
Yerington,USA,Porphyry,,,278.964,,0.2494146341,
Zackly,USA,Skarn,,,1.2764304,,2.19,
Zonia,USA,Porphyry,Cu,,125.01216,,0.2846981132,
Dalnee (Uzbekistan),Uzbekistan,Porphyry,,,2800.0,,0.36,
Kal’makyr (Almalyk),Uzbekistan,Porphyry,,,6080.0,,0.39,
Khandiza,Uzbekistan,Porphyry,,,14.412,,0.86,
Kyzata,Uzbekistan,Porphyry,,,700.0,,0.85,
Sarycheku,Uzbekistan,Porphyry,,,200.0,,0.5,
Brisas,Venezuela,Porphyry?,Distal porphyry/skarn?,,831.624,,0.1206487776,
De Lima II,Venezuela,VMS,,,4.0,,1.9,
Ban Phuc,Vietnam,Magmatic Sulphide,Intrusion-related,Stratiform Contact-type?,3.16,1.6,0.7243987342,1.0
Nui Phao,Vietnam,Skarn,Also greisen-related,,96.475,66.0,0.18,0.17
Sin Quyen,Vietnam,Magmatic Sulphide,Intrusion-related,Stratiform Contact-type?,101.8,,1.03,
Baluba (Center),Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co,,23.14,5.88,1.894874676,1.30085034
Baluba East,Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co,,37.31,33.95,0.9866228893,0.9329572901
Chambishi Cu-Co Tailings,Zambia,Tailings,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co-Au-Ag,0.38,,0.36,
Chambishi (Main),Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,30.62,7.78,2.293954931,1.508354756
Chambishi (West),Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,33.0,21.94,2.242572727,1.918928897
Chambishi (Southeast),Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,148.33,37.72,1.884119194,1.81
Cheowa-Chayinda-Chalimbana,Zambia,Orogenic Au,Mesothermal Vein?,Cu-Au,14.6,,1.176027397,
Chibuluma South,Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co,,2.2,1.7,4.113636364,2.9
Chifupu,Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,2.6,0.5,2.6,2.3
Kakoso Tailings,Zambia,Tailings,Sediment-hosted Stratiform/Stratabound Cu,,9.08,,0.6,
Kalengwa (incl. Stockpiles),Zambia,Sediment-hosted Stratiform/Stratabound Cu,includes Stockpiles,,3.295,,2.324430956,
Kalengwa Tailings,Zambia,Tailings,Sediment-hosted Stratiform/Stratabound Cu,,2.0,,1.015,
Kangaluwi-Chisawa-Kalulu,Zambia,Orogenic Au,Mesothermal Vein?,Cu,68.0,,0.52,
Kansanshi,Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Mo-U,,1590.1,644.1,0.6596314697,0.7
Konkola-Nchanga-Nampundwe,Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu,,745.6,264.1,2.207361856,1.29
Lubambe-Lubambe Extension,Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu,,287.7,48.6,3.320003476,2.25
Lumwana (Chimiwungo / Malundwe),Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co-Au-Ag,,925.025,246.672,0.531443321,0.5646243433
Mashiba,Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,13.81,7.42,1.839565532,1.382075472
Mashiba B,Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,10.69,10.69,2.032385407,2.032385407
Mkushi,Zambia,Orogenic Au,Mesothermal Vein,,23.2,,0.71,
Mokambo,Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,16.4,,2.19,
Mopani-Mufulira,Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,82.7,21.1,2.25623942,2.25
Mopani-Nkana,Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co-Ni-U,,260.8,123.1,2.06056365,1.84
Mopani-Nkana Tailings,Zambia,Tailings,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co-Ni-U,6.5,,0.7383076923,
Muliashi North,Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co,,61.73,30.26,1.060267293,1.05952082
Muliashi South,Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co,,3.44,1.44,1.91505814,1.884444444
Mumbwa-Kitumba,Zambia,IOCG,,,27.9,21.9,2.2,2.2
Mufumbwe,Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,7.0,,2.2,
Mwambashi,Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,10.69,,2.032385407,
Nama (A-C-D),Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co-Ni,,185.783,,0.04035554922,
Ndola,Zambia,Sediment-hosted Stratiform/Stratabound Cu,,,40.0,,0.8,
Samba,Zambia,Porphyry,,,50.0,,0.7,
Sasare Eagle Eye,Zambia,IOCG,,,1.4,,1.2,
Trident-Sentinel,Zambia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Co-Ni,,1154.2,951.6,0.5138693467,0.4993873476
Unki-Main Sulphide Zone,Zimbabwe,Magmatic Sulphide,Stratabound Stratiform Reef-type,Great Dyke,234.89999999999998,47.7,0.14,0.14
Mimosa Group (North Hill-South Hill-Far South Hill),Zimbabwe,Magmatic Sulphide,Stratabound Stratiform Reef-type,Great Dyke,127.5,33.8,0.11,0.11
Bokai North/South,Zimbabwe,Magmatic Sulphide,Stratabound Stratiform Reef-type,Great Dyke,92.0,58.8,0.17022010512483576,0.17022010512483576
Zimplats Group (Ngezi-Hartley),Zimbabwe,Magmatic Sulphide,Stratabound Stratiform Reef-type,Great Dyke,2060.4,83.7,0.08999999999999998,0.09
Chironde,Zimbabwe,Magmatic Sulphide,Stratabound Stratiform Reef-type,Great Dyke,10.9,,0.11,
Serui,Zimbabwe,Magmatic Sulphide,Stratabound Stratiform Reef-type,Great Dyke,137.7813504823151,,0.11,
Clarion-Clipperton (Nautilus),International Waters,Seafloor polymetallic nodule,,,553.032,,1.14331988,
Clarion-Clipperton (Russia),International Waters,Seafloor polymetallic nodule,,,448.0,,1.1,
Clarion-Clipperton (Russian-led JV),International Waters,Seafloor polymetallic nodule,,,33.7,,1.290801187,
Clarion-Clipperton (KIOST-Korea),International Waters,Seafloor polymetallic nodule,,,188.4,,1.02,
Atllantis II Deep,International Waters,VMS,,,80.88,,0.46,
